movieId,title,year,Romance,Musical,Action,(no genres listed),Thriller,Film-Noir,Mystery,Sci-Fi,Horror,War,Western,IMAX,Children,Animation,Adventure,Crime,Fantasy,Documentary,Drama,Comedy,year_normalized,movie_encoded
29,"City of Lost Children, The (Cité des enfants perdus, La)",1995.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0.801724137931032,28
30,Shanghai Triad (Yao a yao yao dao waipo qiao),1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.801724137931032,29
31,Dangerous Minds,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,30
32,Twelve Monkeys (a.k.a. 12 Monkeys),1995.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,31
34,Babe,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.801724137931032,32
36,Dead Man Walking,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.801724137931032,33
38,It Takes Two,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.801724137931032,34
39,Clueless,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,35
40,"Cry, the Beloved Country",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,36
41,Richard III,1995.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.801724137931032,37
42,Dead Presidents,1995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.801724137931032,38
43,Restoration,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,39
44,Mortal Kombat,1995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.801724137931032,40
45,To Die For,1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,41
46,How to Make an American Quilt,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,42
47,Seven (a.k.a. Se7en),1995.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,43
48,Pocahontas,1995.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.801724137931032,44
49,When Night Is Falling,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,45
50,"Usual Suspects, The",1995.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032,46
52,Mighty Aphrodite,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,47
53,Lamerica,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7931034482758612,48
54,"Big Green, The",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.801724137931032,49
55,Georgia,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,50
57,Home for the Holidays,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,51
58,"Postman, The (Postino, Il)",1994.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7931034482758612,52
60,"Indian in the Cupboard, The",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.801724137931032,53
61,Eye for an Eye,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8103448275862064,54
62,Mr. Holland's Opus,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,55
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8103448275862064,56
64,Two if by Sea,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8103448275862064,57
65,Bio-Dome,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8103448275862064,58
66,Lawnmower Man 2: Beyond Cyberspace,1996.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064,59
68,French Twist (Gazon maudit),1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,60
69,Friday,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,61
70,From Dusk Till Dawn,1996.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8103448275862064,62
71,Fair Game,1995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,63
72,Kicking and Screaming,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,64
73,"Misérables, Les",1995.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.801724137931032,65
74,Bed of Roses,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8103448275862064,66
75,Big Bully,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8103448275862064,67
76,Screamers,1995.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,68
77,Nico Icon,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.801724137931032,69
78,"Crossing Guard, The",1995.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.801724137931032,70
79,"Juror, The",1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8103448275862064,71
80,"White Balloon, The (Badkonake sefid)",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.801724137931032,72
81,Things to Do in Denver When You're Dead,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.801724137931032,73
82,Antonia's Line (Antonia),1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,74
83,Once Upon a Time... When We Were Colored,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,75
85,Angels and Insects,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,76
86,White Squall,1996.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8103448275862064,77
87,Dunston Checks In,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.8103448275862064,78
88,Black Sheep,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8103448275862064,79
89,Nick of Time,1995.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,80
92,Mary Reilly,1996.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8103448275862064,81
93,Vampire in Brooklyn,1995.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,82
94,Beautiful Girls,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8103448275862064,83
95,Broken Arrow,1996.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8103448275862064,84
96,In the Bleak Midwinter,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,85
97,"Hate (Haine, La)",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.801724137931032,86
99,Heidi Fleiss: Hollywood Madam,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.801724137931032,87
100,City Hall,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8103448275862064,88
101,Bottle Rocket,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.8103448275862064,89
102,Mr. Wrong,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8103448275862064,90
103,Unforgettable,1996.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064,91
104,Happy Gilmore,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8103448275862064,92
105,"Bridges of Madison County, The",1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,93
106,Nobody Loves Me (Keiner liebt mich),1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7931034482758612,94
107,Muppet Treasure Island,1996.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.8103448275862064,95
108,Catwalk,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8103448275862064,96
110,Braveheart,1995.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.801724137931032,97
111,Taxi Driver,1976.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.637931034482758,98
112,Rumble in the Bronx (Hont faan kui),1995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.801724137931032,99
113,Before and After,1996.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8103448275862064,100
116,Anne Frank Remembered,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.801724137931032,101
117,"Young Poisoner's Handbook, The",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.801724137931032,102
118,If Lucy Fell,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8103448275862064,103
119,"Steal Big, Steal Little",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,104
121,"Boys of St. Vincent, The",1992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.775862068965516,105
122,Boomerang,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.775862068965516,106
123,Chungking Express (Chung Hing sam lam),1994.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7931034482758612,107
125,Flirting With Disaster,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8103448275862064,108
126,"NeverEnding Story III, The",1994.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.7931034482758612,109
128,Jupiter's Wife,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7931034482758612,110
129,Pie in the Sky,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8103448275862064,111
132,Jade,1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,112
135,Down Periscope,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8103448275862064,113
137,Man of the Year,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.801724137931032,114
140,Up Close and Personal,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8103448275862064,115
141,"Birdcage, The",1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8103448275862064,116
144,"Brothers McMullen, The",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,117
145,Bad Boys,1995.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.801724137931032,118
146,"Amazing Panda Adventure, The",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.801724137931032,119
147,"Basketball Diaries, The",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,120
148,"Awfully Big Adventure, An",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,121
149,Amateur,1994.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7931034482758612,122
150,Apollo 13,1995.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.801724137931032,123
151,Rob Roy,1995.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.801724137931032,124
152,"Addiction, The",1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,125
153,Batman Forever,1995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.801724137931032,126
154,Beauty of the Day (Belle de jour),1967.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5603448275862064,127
155,Beyond Rangoon,1995.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.801724137931032,128
156,Blue in the Face,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,129
157,Canadian Bacon,1995.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.801724137931032,130
158,Casper,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.801724137931032,131
159,Clockers,1995.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.801724137931032,132
160,Congo,1995.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.801724137931032,133
161,Crimson Tide,1995.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.801724137931032,134
162,Crumb,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7931034482758612,135
163,Desperado,1995.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.801724137931032,136
164,Devil in a Blue Dress,1995.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032,137
165,Die Hard: With a Vengeance,1995.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032,138
166,"Doom Generation, The",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.801724137931032,139
168,First Knight,1995.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,140
169,Free Willy 2: The Adventure Home,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.801724137931032,141
170,Hackers,1995.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.801724137931032,142
171,Jeffrey,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,143
172,Johnny Mnemonic,1995.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,144
173,Judge Dredd,1995.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032,145
174,Jury Duty,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,146
175,Kids,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,147
176,Living in Oblivion,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,148
177,Lord of Illusions,1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,149
178,Love & Human Remains,1993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7844827586206868,150
179,Mad Love,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,151
180,Mallrats,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,152
181,Mighty Morphin Power Rangers: The Movie,1995.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.801724137931032,153
183,Mute Witness,1994.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7931034482758612,154
184,Nadja,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7931034482758612,155
185,"Net, The",1995.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032,156
186,Nine Months,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,157
187,Party Girl,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,158
188,"Prophecy, The",1995.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.801724137931032,159
189,Reckless,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.801724137931032,160
190,Safe,1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,161
191,"Scarlet Letter, The",1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,162
193,Showgirls,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,163
194,Smoke,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,164
195,Something to Talk About,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,165
196,Species,1995.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,166
198,Strange Days,1995.0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.801724137931032,167
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5344827586206868,168
201,Three Wishes,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.801724137931032,169
202,Total Eclipse,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,170
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,171
204,Under Siege 2: Dark Territory,1995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,172
205,Unstrung Heroes,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,173
206,Unzipped,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.801724137931032,174
207,"Walk in the Clouds, A",1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,175
208,Waterworld,1995.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.801724137931032,176
209,White Man's Burden,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,177
210,Wild Bill,1995.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.801724137931032,178
211,"Browning Version, The",1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7931034482758612,179
212,Bushwhacked,1995.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.801724137931032,180
213,Burnt by the Sun (Utomlyonnye solntsem),1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7931034482758612,181
214,Before the Rain (Pred dozhdot),1994.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7931034482758612,182
215,Before Sunrise,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,183
216,Billy Madison,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,184
217,"Babysitter, The",1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,185
218,Boys on the Side,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,186
219,"Cure, The",1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,187
220,Castle Freak,1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032,188
222,Circle of Friends,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,189
223,Clerks,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7931034482758612,190
224,Don Juan DeMarco,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.801724137931032,191
225,Disclosure,1994.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7931034482758612,192
227,Drop Zone,1994.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612,193
228,Destiny Turns on the Radio,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,194
229,Death and the Maiden,1994.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7931034482758612,195
230,Dolores Claiborne,1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.801724137931032,196
231,Dumb & Dumber (Dumb and Dumber),1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.7931034482758612,197
232,Eat Drink Man Woman (Yin shi nan nu),1994.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7931034482758612,198
233,Exotica,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7931034482758612,199
234,Exit to Eden,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7931034482758612,200
235,Ed Wood,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7931034482758612,201
236,French Kiss,1995.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,202
237,Forget Paris,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.801724137931032,203
238,Far From Home: The Adventures of Yellow Dog,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.801724137931032,204
239,"Goofy Movie, A",1995.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.801724137931032,205
